code,name,total_AI_score
000545,金浦钛业,0.0283633146407204
000546,金圆股份,0.060999965226592255
000547,航天发展,0.1416928455195672
000548,湖南投资,0.025916388578859695
000550,江铃汽车,0.31043057531811175
000551,创元科技,0.0845792198974184
000552,甘肃能化,0.020495299137046924
000553,安道麦A,0.6481303106793508
000553,沙隆达A,0.16160662476176332
000554,泰山石油,0.016945102517980322
000555,神州信息,0.31248182920866724
000557,西部创业,0.04732279891016848
000558,莱茵体育,0.0753053886395882
000559,万向钱潮,0.09364692316770518
000560,我爱我家,0.06689610146041386
000560,昆百大A,0.15545041009296542
000561,烽火电子,0.14307096930115115
000563,陕国投A,0.03022359907638966
000563,陕国投Ａ,0.00936802117317243
000564,ST大集,0.030673761388524318
000564,供销大集,0.08374871940778562
000565,渝三峡A,0.03660786156024263
000565,渝三峡Ａ,0.04108258002621187
000566,海南海药,0.030815688730028455
000567,海德股份,0.027830981066649163
000568,泸州老窖,0.04257999075892281
000570,苏常柴A,0.9733047858097446
000570,苏常柴Ａ,0.04127684221059856
000571,新大洲A,0.02136630443285363
000572,海马汽车,0.33736680347538855
000573,粤宏远A,0.03451291262926265
000573,粤宏远Ａ,0.09570118379472733
000576,广东甘化,0.027474772661672458
000576,甘化科工,0.006007953431052145
000581,威孚高科,0.09776767784456508
000582,北部湾港,0.037075692233178095
000584,ST工智,0.5117792329134501
000584,哈工智能,0.8064367916858858
000585,东北电气,0.06264180591428477
000586,汇源通信,0.2816212223669841
000587,金洲慈航,0.08101047885252773
000589,贵州轮胎,0.04660448025828539
000589,黔轮胎A,0.04077201739026847
000590,启迪古汉,0.04482531958922703
000590,启迪药业,0.04454314582811359
000591,太阳能,0.04617463439393535
000592,平潭发展,0.08382535300957633
000593,大通燃气,0.03464549870574415
000593,德龙汇能,0.019834813902951158
000595,_ST宝实,0.8305968327642038
000595,宝塔实业,0.9719832336253216
000596,古井贡酒,0.027067533986768047
000597,东北制药,0.04886348054647513
000598,兴蓉环境,0.07489987763062159
000599,青岛双星,0.04910032621561251
000600,建投能源,0.016647380168759524
000601,韶能股份,0.0750280986470178
000603,盛达矿业,0.03718001965085857
000603,盛达资源,0.029043960525327157
000605,渤海股份,0.048442863867516436
000606,神州易桥,0.14855441226524108
000607,华媒控股,0.2683751849617031
000608,阳光股份,0.07868747410024401
000609,中迪投资,0.0496287653419418
000609,绵石投资,0.04953994225304683
000610,西安旅游,0.22848476139951945
000611,天首发展,0.055633179665813354
000612,焦作万方,0.022140935328332098
000613,_ST东海A,0.08368701138657457
000615,ST美谷,0.11109698171631095
000615,京汉股份,0.11686437752224808
000616,海航投资,0.05357248591078636
000617,中油资本,0.06157310443645756
000619,海螺型材,0.034497131227216225
000619,海螺新材,0.054207787146301256
000620,ST新联,0.312819406101119
000620,新华联,0.11672976484162287
000622,恒立实业,0.08091056992319662
000623,吉林敖东,0.07024870852699919
000625,长安汽车,0.33069189344873495
000626,远大控股,0.11623424377464188
000627,天茂集团,0.027630782339626115
000628,高新发展,0.16741678968960824
000629,_ST钒钛,0.13179144541271448
000629,钒钛股份,0.033508538923338535
000630,铜陵有色,0.022370476053818464
000631,顺发恒业,0.025450915688172628
000632,三木集团,0.022135141005210482
000633,合金投资,0.02910143281863288
000635,英 力 特,0.03675588878428437
000635,英力特,0.08614130527363616
000636,风华高科,0.1125007682611378
000637,ST实华,0.04481966408909429
000637,茂化实华,0.02699760690494349
000638,万方发展,0.030812883672791364
000639,西王食品,0.07820673054097815
000650,仁和药业,0.0568092726508415
000651,格力电器,0.14203024713539206
000652,泰达股份,0.05531586541464264
000655,金岭矿业,0.09744992287954984
000656,金科股份,0.011141543896391822
000657,中钨高新,0.03280026462010115
000659,_ST中富,0.07138171629600806
000659,珠海中富,0.05095476473919656
000661,长春高新,0.07063412384164501
000663,永安林业,0.03971538913989193
000665,湖北广电,0.26846337792284336
000666,经纬纺机,0.05042171425498296
000667,美好置业,0.03403284084314265
000668,荣丰控股,0.05251058552482726
000669,ST金鸿,0.06562233138992116
000669,金鸿控股,0.04978374456753922
000670,盈方微,0.10345105713876081
000671,阳光城,0.018975974089723898
000672,上峰水泥,0.03455369067618067
000673,当代东方,0.09571215065117582
000676,智度股份,0.4250308913072517
000677,恒天海龙,0.03404367217628017
000678,襄阳轴承,0.13576424037437473
000679,大连友谊,0.017608559564848327
000680,山推股份,0.19217324466922028
000681,视觉中国,0.6413894192116245
000682,东方电子,0.5491468097927323
000683,远兴能源,0.017857518345272605
000685,中山公用,0.032301343203048234
000686,东北证券,0.006416008090592554
000687,华讯方舟,0.0527236526038932
000688,国城矿业,0.01573671665852198
000688,建新矿业,0.014396777109701836
000690,宝新能源,0.01803396723054005
000691,亚太实业,0.18488979718784315
000692,ST惠天,0.5086758507958251
000692,惠天热电,0.07988664488149422
000695,滨海能源,0.03704068215074634
000697,ST炼石,0.006663332010019787
000697,炼石有色,0.039258909970009095
000698,沈阳化工,0.03279303470558211
000700,模塑科技,0.2451502664509797
000701,厦门信达,0.1874457626953009
000702,正虹科技,0.014077299138915523
000703,恒逸石化,0.039816484959049075
000705,浙江震元,0.05917049873617556
000707,双环科技,0.02706745506145017
000708,中信特钢,0.04443621284581349
000708,大冶特钢,0.05345152465129416
000709,河钢股份,0.023275511773017583
000710,贝瑞基因,0.492369184342827
000711,ST京蓝,0.02684283055489508
000711,京蓝科技,0.14508557509823933
000712,锦龙股份,0.010010435158249913
000713,丰乐种业,0.024664844453881937
000715,中兴商业,0.06717509592262622
000716,黑芝麻,0.13176435831383576
000717,中南股份,0.026454861144897267
000717,韶钢松山,0.050903639258710574
000718,苏宁环球,0.020455671589308097
000719,中原传媒,0.20616853892249512
000719,大地传媒,0.19143954894822598
000720,新能泰山,0.03721957856387538
000721,西安饮食,0.08173172528882308
000722,湖南发展,0.04304643490738111
000723,美锦能源,0.0907575533572821
000725,京东方A,0.18392750587405785
000725,京东方Ａ,0.17108984959840512
000726,鲁  泰Ａ,0.03921934123628796
000726,鲁泰A,0.044083618463120096
000727,冠捷科技,0.17336687263983955
000727,华东科技,0.11838982363800803
000728,国元证券,0.05031383457108425
000729,燕京啤酒,0.05226064975768
000731,四川美丰,0.05786623512493144
000732,泰禾集团,0.06879991751865615
000733,振华科技,0.12000083125211364
000735,罗 牛 山,0.3275323304612264
000735,罗牛山,0.04443813500388302
000736,中交地产,0.023189689433520483
000737,北方铜业,0.041192706919635176
000737,南风化工,0.09650412602834636
000738,航发控制,0.03398116786053741
000739,普洛药业,0.029371137317769358
000750,国海证券,0.08132898543501067
000751,锌业股份,0.022149232223056113
000752,ST西发,0.13032861830472955
000752,西藏发展,0.20120077392122196
000753,漳州发展,0.08128453626875118
000755,_ST三维,0.06950075516307458
000755,山西高速,0.06224710271315305
000757,浩物股份,0.29710747429392925
000758,中色股份,0.02088746511554303
000759,中百集团,0.07813089297841427
000761,本钢板材,0.033155419204830325
000762,西藏矿业,0.010513528904946279
000766,通化金马,0.04147466987585151
000767,晋控电力,0.0226977906539981
000767,漳泽电力,0.046785829599155955
000768,中航西飞,0.029919625228130194
000768,中航飞机,0.09901142897087963
000776,广发证券,0.12264149572392817
000777,中核科技,0.02726760087137891
000778,新兴铸管,0.022243775875080907
000779,三毛派神,0.1467594981103662
000779,甘咨询,0.12995184708762228
000782,美达股份,0.025494208235910622
000783,长江证券,0.043933435376353934
000785,居然之家,0.060321939213436426
000785,武汉中商,0.05690752165395143
000786,北新建材,0.03925039540064761
000788,北大医药,0.03736084615425209
000789,万年青,0.014128993403771608
000790,华神科技,0.083720283524343
000790,泰合健康,0.0853983818728522
000791,甘肃电投,0.03599594825942594
000791,甘肃能源,0.008309888527770209
000792,盐湖股份,0.03872504319202145
000793,华闻传媒,0.2454728035461131
000793,华闻集团,0.21966541710132798
000795,英洛华,0.036967671808906505
000796,ST凯撒,0.4159375649383234
000796,凯撒旅游,0.24248656123220932
000797,中国武夷,0.015529177280075282
000798,中水渔业,0.05147733882904386
000799,酒鬼酒,0.03538200750902358
000800,一汽解放,0.0550164260119264
000800,一汽轿车,0.15980700327126243
000801,四川九洲,0.11428349444566686
000802,北京文化,0.19526311636345456
000803,_ST金宇,0.038040042440500674
000806,银河生物,0.09533882688825555
000807,云铝股份,0.022420249485869424
000809,ST 新城,0.0035273873027763187
000809,_ST新城,0.03472197763418234
000809,铁岭新城,0.017264356518669328
000810,创维数字,0.27213727634627405
000811,冰轮环境,0.05390902639445411
000812,陕西金叶,0.1049847294902247
000813,德展健康,0.04376995659594306
000815,美利云,0.13654059379832112
000816,智慧农业,0.045817973203731814
000818,方大化工,0.04647572527633562
000818,航锦科技,0.01793272950709623
000819,岳阳兴长,0.033587033654124035
000820,神雾节能,0.04923502372365199
000821,京山轻机,0.2121405373120971
000822,山东海化,0.023242592223994246
000823,超声电子,0.096894773794724
000825,太钢不锈,0.019910375458023023
000826,启迪桑德,0.05670596023687543
000826,启迪环境,0.04493722037013281
000828,东莞控股,0.06253715326528644
000829,天音控股,0.3797113788894717
000830,鲁西化工,0.02925541534546525
000831,中国稀土,0.022119914978381536
000831,五矿稀土,0.07412605636993114
000833,粤桂股份,0.010849543634579212
000833,贵糖股份,0.012517694988785619
000835,长城动漫,0.21017470687175552
000836,富通信息,0.014486981240909913
000836,鑫茂科技,0.0657393773523748
000837,秦川机床,0.12294525212561805
000838,财信发展,0.029742238247119388
000839,中信国安,0.1323241135300392
000848,承德露露,0.0505762374786644
000850,华茂股份,0.016399322838159668
000851,高鸿股份,0.39576992302789926
000852,石化机械,0.10757703221530682
000856,冀东装备,0.12559521653183836
000858,五 粮 液,0.057994855134778076
000858,五粮液,0.06800582471012481
000859,国风塑业,0.029180828391118168
000859,国风新材,0.024493364186375814
000860,顺鑫农业,0.057517333240833746
000861,海印股份,0.08230218931665942
000862,银星能源,0.027830068694812773
000863,三湘印象,0.05406324446060472
000868,安凯客车,0.08501421156966538
000869,张  裕Ａ,0.015266926864832104
000869,张裕A,0.05809999078963072
000875,吉电股份,0.017219523696743205
000876,新 希 望,0.9440497260624465
000876,新希望,0.03696998432126351
000877,天山股份,0.027002768104668628
000878,云南铜业,0.02562108098570764
000880,潍柴重机,0.03769431863863503
000881,中广核技,0.13719724536884143
000882,华联股份,0.05862917972918784
000883,湖北能源,0.02524594164949397
000885,同力水泥,0.06507634915804296
000885,城发环境,0.036345709097787594
000886,海南高速,0.03790892654569849
000887,中鼎股份,0.17106436329175742
000888,峨眉山A,0.4286613664403041
000888,峨眉山Ａ,0.3890870323376402
000889,ST 中嘉,0.2529460287303009
000889,ST中嘉,0.4867318328471343
000889,茂业通信,0.46406727265039943
000890,法尔胜,0.0470360961436105
000892,欢瑞世纪,0.06612575803781985
000893,东凌国际,0.03390670971859649
000893,亚钾国际,0.01862033669872172
000895,双汇发展,0.04208851191423748
000897,津滨发展,0.017790548908167392
000898,鞍钢股份,0.04410162118718164
000899,赣能股份,0.05778568093704985
000900,现代投资,0.03545844839083606
000901,航天科技,0.23125228756585145
000902,新洋丰,0.04248800507408813
000903,云内动力,0.06796253501635943
000905,厦门港务,0.1645479662177498
000906,浙商中拓,0.056886065734158005
000908,景峰医药,0.028901137600496108
000909,ST数源,0.09268755322772684
000909,数源科技,0.1619809991281748
000910,大亚圣象,0.039053119282100486
000911,南宁糖业,0.022976991341785255
000911,广农糖业,0.028338685300868867
000912,_ST天化,0.033778093846787434
000912,泸天化,0.0359746009116268
000913,钱江摩托,0.06808125318943195
000915,华特达因,0.3512376391583156
000915,山大华特,0.16720604929032779
000917,电广传媒,0.1678359233834407
000918,嘉凯城,0.08998685599571805
000919,金陵药业,0.07477458204529983
000920,南方汇通,0.056545076510472726
000920,沃顿科技,0.0655250204986626
000921,海信家电,0.060570697605189405
000921,海信科龙,0.05996364212832391
000922,_ST佳电,0.052157054119951196
000922,佳电股份,0.035214119368589356
000923,河北宣工,0.03222540378256977
000923,河钢资源,0.009073828731045857
000925,众合科技,0.4004607815768795
000926,福星股份,0.014722238746851597
000927,一汽夏利,0.08100723075267652
000927,中国铁物,0.21716638093985863
000928,中钢国际,0.07430215789732021
000929,兰州黄河,0.008880157648876378
000930,中粮科技,0.009767830067843836
000931,中 关 村,0.06564413610372183
000931,中关村,0.04690033981604502
000932,_ST华菱,0.07514410138500548
000932,华菱钢铁,0.054879452714871144
000933,神火股份,0.030220006765279313
000935,四川双马,0.02659789281775558
000936,华西股份,0.02325330171655924
000937,冀中能源,0.03572971936064779
000938,紫光股份,0.19977473605775053
000948,南天信息,0.31640471822394006
000949,新乡化纤,0.014459576330319773
000950,_ST建峰,0.16464029220931242
000950,重药控股,0.13316003852912245
000951,中国重汽,0.05799723446214197
000952,广济药业,0.025565826725366326
000953,_ST河化,0.05416213038416181
000953,河化股份,0.008788888387559056
000955,欣龙控股,0.027415825154302156
000957,中通客车,0.0384883114079309
000958,东方能源,0.14973880010035262
000958,电投产融,0.024630838469822246
000959,首钢股份,0.0406035945694298
000960,锡业股份,0.02606438553602369
000961,中南建设,0.01935183280076038
000962,东方钽业,0.03060063633286829
000963,华东医药,0.10823492054248751
000965,天保基建,0.01758308605362481
000966,长源电力,0.021777317715308664
000967,盈峰环境,0.0899737235759545
000968,蓝焰控股,0.04099266570321742
000969,安泰科技,0.05988587159652731
000970,中科三环,0.05456341959189881
000971,ST 高升,0.1238494705927675
000971,ST高升,0.2849218855890526
000971,高升控股,0.22113339881420982
000972,_ST中基,0.034289900613639686
000972,中基健康,0.02572421116073708
000973,佛塑科技,0.02781081406902067
000975,银泰资源,0.02092537448010541
000975,银泰黄金,0.015483740325194461
000976,华铁股份,0.05729492229611471
000977,浪潮信息,0.1284864460154212
000978,桂林旅游,0.7156990243643592
000980,众泰汽车,0.4033489858867967
000981,山子高科,0.08251675547933668
000981,银亿股份,0.08594335554584372
000982,_ST中绒,0.02744777304104699
000982,中银绒业,0.01651231735007742
000983,山西焦煤,0.02132582736444389
000983,西山煤电,0.0809018911034948
000985,大庆华科,0.02441246169287424
000987,越秀资本,0.03939563215941431
000987,越秀金控,0.028080702864139075
000988,华工科技,0.1557383081107041
000989,九 芝 堂,0.06144197352563617
000989,九芝堂,0.08332845612301809
000990,诚志股份,0.042018752966529356
000993,闽东电力,0.012229310166495871
000995,_ST 皇台,0.02312273903423062
000995,皇台酒业,0.0613703332586516
000996,ST中期,0.08787769234708723
000996,中国中期,0.0881546041635111
000997,新 大 陆,0.30394534359373326
000997,新大陆,0.19596773973022455
000998,隆平高科,0.04109160570053419
000999,华润三九,0.16007989962980673
001201,东瑞股份,0.02285863326213452
001202,炬申股份,0.20474877585101744
001203,大中矿业,0.02364898442894221
001205,盛航股份,0.056343168554890195
001206,依依股份,0.030112854155128838
001207,联科科技,0.016834248752489053
001208,华菱线缆,0.03646493156358891
001209,洪兴股份,0.16619015115890273
001210,金房能源,0.03478189623175214
001210,金房节能,0.04765210036123017
001211,双枪科技,0.030097621750405614
001212,中旗新材,0.019208181311097566
001213,中铁特货,0.4915546108195012
001215,千味央厨,0.01060484326185813
001216,华瓷股份,0.02119273772217923
001217,华尔泰,0.03218557656517443
001218,丽臣实业,0.020468676730000232
001219,青岛食品,0.04466664343375168
001222,源飞宠物,0.043806804581289535
001223,欧克科技,0.13422497598547337
001225,和泰机电,0.08130803366460625
001226,拓山重工,0.07804617234819074
001227,兰州银行,0.10436592551019915
001228,永泰运,0.4023388657585752
001229,魅视科技,0.14389730825200647
001230,劲旅环境,0.029915740547562648
001231,农心科技,0.013646890542724008
001234,泰慕士,0.018928014307755005
001236,弘业期货,0.08500066063198092
001238,浙江正特,0.029149229248405007
001239,永达股份,0.1407076698730349
001255,博菲电气,0.06302625991608161
001256,炜冈科技,0.13338682278738773
001259,利仁科技,0.07865334805300798
001260,坤泰股份,0.2981568091805502
001266,宏英智能,0.16991880518537258
001267,汇绿生态,0.06552868708131654
001268,联合精密,0.0499070200265122
001269,欧晶科技,0.03474299717825194
001270,铖昌科技,0.3058887446811002
001278,一彬科技,0.2722033396217793
001282,三联锻造,0.19422576389026322
001283,豪鹏科技,0.24900571316595096
001286,陕西能源,0.035578744438638704
001287,中电港,0.06725479451603511
001288,运机集团,0.13618573131307896
001289,龙源电力,0.09281274319992454
001296,长江材料,0.04155235870810585
001298,好上好,0.1002754864541741
001299,美能能源,0.032833033351537366
001300,三柏硕,0.09457980961807708
001301,尚太科技,0.3455618610916597
001306,夏厦精密,0.15718736406623687
001308,康冠科技,0.7849829891351753
001309,德明利,0.23425857658317342
001311,多利科技,0.44773410553379556
001313,粤海饲料,0.02498939484165453
001314,亿道信息,0.17769643124865692
001316,润贝航科,0.016720145524934286
001317,三羊马,0.5324758229193074
001318,阳光乳业,0.027608221733225108
001319,铭科精技,0.36329750149920853
001322,箭牌家居,0.10533594178180164
001323,慕思股份,0.23097470948986537
001324,长青科技,0.05966087613583909
001326,联域股份,0.03173303875216502
001328,登康口腔,0.18020563223144498
001330,博纳影业,0.284836605743958
001331,胜通能源,0.011416101805010216
001332,锡装股份,0.0323107496288151
001333,光华股份,0.01878661770244763
001336,楚环科技,0.10814129153455664
001337,四川黄金,0.010720840340286896
001338,永顺泰,0.033426934563264725
001339,智微智能,0.3449860000450556
001358,兴欣新材,0.012382237785634242
001359,平安电工,0.05302284164238798
001360,南矿集团,0.15114789097781417
001366,播恩集团,0.024212462290027402
001367,海森药业,0.013504478532499389
001368,通达创智,0.08751613336404979
001373,翔腾新材,0.09370165611482019
001376,百通能源,0.06730467710166158
001378,德冠新材,0.15087429260877508
001379,腾达科技,0.029874313245216572
001380,华纬科技,0.21354603880792838
001387,雪祺电气,0.034661580337461785
001389,广合科技,0.0447125611794394
001696,宗申动力,0.08844494426832615
001872,招商港口,0.10876996689953496
001872,深赤湾A,0.07527436491538471
001896,豫能控股,0.042324125099812905
001914,招商积余,0.08795364417882767
001965,招商公路,0.3302230922558262
001979,招商蛇口,0.07317019331272123
002001,新 和 成,0.0342464134875432
002001,新和成,0.07357974148679762
002002,鸿达兴业,0.05677378982938608
002003,伟星股份,0.08875492837133138
002004,华邦健康,0.12414980254250266
002005,ST德豪,0.04955789043989867
002005,德豪润达,0.03012907876867384
002006,精功科技,0.1326148269198932
002006,精工科技,0.0652426887397647
002007,华兰生物,0.022861787191762864
002008,大族激光,0.3471144263469
002009,天奇股份,0.34744602916856904
002010,传化智联,0.26333975462119497
002011,盾安环境,0.046252614031765546
002012,凯恩股份,0.03977104898311253
002013,中航机电,0.07649777359749652
002014,永新股份,0.14122575047131816
002015,协鑫能科,0.046295846131163
002015,霞客环保,0.05010420757793218
002016,世荣兆业,0.021112815430451192
002017,东信和平,0.112159640468667
002019,亿帆医药,0.028330739566052154
002020,京新药业,0.03453495753188005
002021,ST中捷,0.05333170389769647
002021,中捷资源,0.08553004109996103
002022,科华生物,0.09459545612718571
002023,海特高新,0.08782528036382882
002024,ST易购,0.0547210604492818
002024,苏宁云商,0.052070915086076065
002025,航天电器,0.07253574301574849
002026,山东威达,0.2857898438825413
002027,分众传媒,0.2723464921079192
002028,思源电气,0.039428263965930105
002029,七 匹 狼,0.09174214864720949
002029,七匹狼,0.06528783306377638
002030,达安基因,0.2054274523939612
002031,巨轮智能,0.16206826115118456
002032,苏 泊 尔,0.08257402952442078
002032,苏泊尔,0.061940430632929956
002033,丽江旅游,0.49100268091435845
002033,丽江股份,0.48290024923709324
002034,旺能环境,0.10103330024071767
002034,美欣达,0.07414942215368857
002035,华帝股份,0.11240205427328426
002036,联创电子,0.21459141558916256
002037,久联发展,0.07566344886670892
002037,保利联合,0.04742724457068934
002038,双鹭药业,0.04389023527366459
002039,黔源电力,0.020789310106672662
002040,南 京 港,0.009539429744325076
002040,南京港,0.07047146599496223
002041,登海种业,0.01895148059078399
002042,华孚时尚,0.023002934727069387
002043,兔 宝 宝,0.04351486343627588
002043,兔宝宝,0.04624973562634888
002044,美年健康,0.5054672285567545
002045,国光电器,0.07487986374878954
002046,国机精工,0.04359316738705556
002046,轴研科技,0.026143839825711206
002047,宝鹰股份,0.04351982540059997
002048,宁波华翔,0.18626824487441168
002049,紫光国微,0.13250861823713675
002050,三花智控,0.09267097330878432
002051,中工国际,0.07957652373825509
002052,ST同洲,0.1390700020628672
002052,同洲电子,0.11162658238779795
002053,云南能投,0.025914414940768966
002054,德美化工,0.029259187399022626
002055,得润电子,0.25703239289945645
002056,横店东磁,0.07105433283096851
002057,中钢天源,0.08231690123239771
002058,威尔泰,0.13679398709913296
002059,云南旅游,0.375642797584432
002060,广东建工,0.15286107250062902
002060,粤水电,0.05748799378432997
002061,浙江交科,0.0883026969979644
002062,宏润建设,0.03505273977657965
002063,远光软件,0.23165845003934332
002064,华峰化学,0.015534264054767048
002064,华峰氨纶,0.02731490120387838
002065,东华软件,0.2676427435235944
002066,瑞泰科技,0.04256443775059619
002067,景兴纸业,0.06984274206500053
002068,黑猫股份,0.014263582814279007
002069,獐子岛,0.06281702284857647
002072,凯瑞德,0.025410136034483527
002073,软控股份,0.04501368982884214
002074,国轩高科,0.16001026765596207
002075,沙钢股份,0.047016226482627196
002076,星光股份,0.08701000528547884
002076,雪莱特,0.07689837142139691
002077,大港股份,0.15519380211056483
002078,太阳纸业,0.013957082110849112
002079,苏州固锝,0.1191110271813639
002080,中材科技,0.1670750673900202
002081,金 螳 螂,0.04404301764431572
002081,金螳螂,0.03438955734176143
002082,万邦德,0.22204528914236085
002082,栋梁新材,0.6375701141387256
